Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
maybelline-lifter-gloss,MAYBELLINE |  Lifter Gloss,"<p>Master Copy.</p> <p>This<span> gloss works to visibly smooth the surface of the lips while enhancing their natural contour, giving them a plumper, lifted appearance with a high-shine finish that catches the light beautifully.</span></p> <p> </p>",GlowGlamByMimi,,"","",false,Shade,001 Pearl,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss005Petal.jpg?v=1782382820,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss001Pearl_1efdfc8e-8cf3-40f8-b269-bb24cbd4b42d.jpg?v=1782382820,kg,,,draft
maybelline-lifter-gloss,,,,,,,,,002 Ice,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGlossInfo.jpg?v=1782382820,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss001Pearl_1efdfc8e-8cf3-40f8-b269-bb24cbd4b42d.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,003 Moon,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGlossShades.jpg?v=1782382820,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss003Moon_ac5b365c-3e08-4ea1-b2a2-2f656cf59dd6.jpg?v=1782382821,kg,,,
maybelline-lifter-gloss,,,,,,,,,004 Silk,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss002Ice_7570e259-fdc2-430f-bc52-a07912725518.jpg?v=1782382820,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss004Silk_17b96ca6-898e-49e1-84fd-87a5a7e314cb.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,005 Petal,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss001Pearl_1efdfc8e-8cf3-40f8-b269-bb24cbd4b42d.jpg?v=1782382820,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss005Petal.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,006 Reef,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss003Moon_ac5b365c-3e08-4ea1-b2a2-2f656cf59dd6.jpg?v=1782382821,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss006Reef_625cab60-7fc5-4d63-8c23-3079a6fed6f5.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,007 Amber,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss004Silk_17b96ca6-898e-49e1-84fd-87a5a7e314cb.jpg?v=1782382820,7,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss007Amber_b4698974-5078-4cb1-a84f-3cabefa1e0e4.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,008 Stone,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss006Reef_625cab60-7fc5-4d63-8c23-3079a6fed6f5.jpg?v=1782382820,8,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss008Stone_42cdb3b2-38b3-4bdd-ae02-869153b2b0bc.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,009 Topaz,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss007Amber_b4698974-5078-4cb1-a84f-3cabefa1e0e4.jpg?v=1782382820,9,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss009Topaz_85c6e5bf-028a-42e4-9544-cb523cf1e4c0.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,010 Crystal,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss008Stone_42cdb3b2-38b3-4bdd-ae02-869153b2b0bc.jpg?v=1782382820,10,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss010Crystal_49eef0f1-8699-46ef-81ad-103194508af8.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,011 Brass,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss009Topaz_85c6e5bf-028a-42e4-9544-cb523cf1e4c0.jpg?v=1782382820,11,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss011Brass_43b9c994-2439-45cb-9d9f-97e15e57ca5c.jpg?v=1782382820,kg,,,
maybelline-lifter-gloss,,,,,,,,,012 Opal,,,,,,,,,0.0,,0,deny,manual,1179.00,2680.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss010Crystal_49eef0f1-8699-46ef-81ad-103194508af8.jpg?v=1782382820,12,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss012Opal_a22ad14a-fc77-42a0-8f29-dc20097f47bc.jpg?v=1782382821,kg,,,
maybelline-lifter-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss011Brass_43b9c994-2439-45cb-9d9f-97e15e57ca5c.jpg?v=1782382820,13,"",,,,,,,,
maybelline-lifter-gloss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LifterGloss012Opal_a22ad14a-fc77-42a0-8f29-dc20097f47bc.jpg?v=1782382821,14,"",,,,,,,,
essence-lash-princess-mascara,ESSENCE | Lash Princess Mascara,"<p><span class=""a-list-item"">NO FALSIES NEEDED! Lash Princess False Lash Mascara defines and separates lashes while achieving a bold look.</span></p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1101.00,2560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/195.jpg?v=1782382819,1,"",false,,,,kg,,,draft
essence-lash-princess-mascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/196.jpg?v=1782382819,2,"",,,,,,,,
essence-lash-princess-mascara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/197.jpg?v=1782382819,3,"",,,,,,,,
hudamoji-empowered-eyeshadow-palette,Hudamoji | EmPowered Eyeshadow Palette,"<p>Expertly crafted with a range of versatile shades, this palette allows you to create endless eye-catching looks. With high-quality pigments and a blendable formula, achieve a flawless, long-lasting finish. Perfect for both beginners and makeup enthusiasts alike.</p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1531.00,3560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/194.jpg?v=1782382818,1,"",false,,,,kg,,,draft
hudamoji-empowered-eyeshadow-palette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/193.jpg?v=1782382818,2,"",,,,,,,,
victorias-secret-coconut-passion-fragrance-mist-250ml,Victoria's Secret | Coconut Passion Fragrance Mist - 250ml,"<p>Coconut Passion by Victoria's Secret is a Soft Floral Fruity fragrance for women that will leave you feeling confident and irresistible. Coconut Passion is a sensual blend of vanilla, coconut and lily-of-the-valley.</p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2047.00,4760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Coconutpassion.webp?v=1782382817,1,"",false,,,,kg,,,draft
gucci-flora-gorgeous-gardenia-edt-100-ml,GUCCI | Flora Gorgeous Gardenia EDT - 100 ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gucciflora_31bcb282-3a9d-45fe-9904-b9cbb3b34e8f.webp?v=1782382817,1,"",false,,,,kg,,,draft
victorias-secret-bombshell-eau-de-parfum-100ml,Victoria's Secret | Bombshell Eau de Parfum - 100ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/bombshell.webp?v=1782382816,1,"",false,,,,kg,,,draft
carolina-herrera-good-girl-eau-de-parfum-80ml,Carolina Herrera | Good Girl Eau de Parfum - 80ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/carolina-herrera-good-girl-eau-de-parfum-edp-fullbox.jpg?v=1782382815,1,"",false,,,,kg,,,draft
ysl-libre-women-edp-90ml,YSL| LIBRE Women EDP - 90ML,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/YSL_LIBRE_WOMEN_EDP_90ML_-_Makeup_Stash_Pakistan-2935231.webp?v=1782382814,1,"",false,,,,kg,,,draft
gucci-bloom-eau-de-parfum-100ml,GUCCI | Bloom Eau de Parfum - 100ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gucci-bloom-eau-de-parfum-100ml.webp?v=1782382813,1,"",false,,,,kg,,,draft
gucci-bloom-ambrosia-di-fiori-eau-de-parfum-100ml,GUCCI | Bloom Ambrosia Di Fiori Eau de Parfum - 100ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/gucci-bloom-ambrosia-di-fiori-eau-de-parfum-intense-50ml.jpg?v=1782382813,1,"",false,,,,kg,,,draft
dior-sauvage-eau-de-parfum-100ml,DIOR | Sauvage Eau De Parfum - 100ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/diorsauvage.webp?v=1782382812,1,"",false,,,,kg,,,draft
dior-joy-eau-de-parfum-90ml,DIOR | Joy Eau De Parfum - 90ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,4283.00,9960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GlowGlamWebsiteImages_50.jpg?v=1782382811,1,"",false,,,,kg,,,draft
rhode-peptide-lip-tint,RHODE | Peptide Lip Tint,"<p>Rhode Peptide Lip Tints offers number of benefits, combining a hint of buildable color, a glossy finish, and a nourishing lip treatment in one. These innovative tints not only flatter the lips with a subtle wash of color but also work to promote a plumper appearance thanks to peptides.</p> <p>Master Dupe</p>",GlowGlamByMimi,,"","",false,Shade,Raspberry,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhodethepeptideliptint_17765d53-6264-484d-b113-f23790cbdd35.webp?v=1782382810,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/raspberry.webp?v=1782382810,kg,,,draft
rhode-peptide-lip-tint,,,,,,,,,Espresso,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/rhodeswatch.webp?v=1782382810,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/espresso.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Ribbon,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/LipTintSwatches-2-1113x1536_6169354a-21f1-4077-872f-9b4a22670b45.jpg?v=1782382810,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/ribbon.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Toast,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/espresso.webp?v=1782382810,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/toast.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Salty Tan,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/raspberry.webp?v=1782382810,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Peptide-Lip-Tints-salty-tan-in-pakistan.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Guava Spritz,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/ribbon.webp?v=1782382810,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Guava_Spiritz_c69d8112-1bb3-4769-beec-4a00ad316503.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Peach Pit,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/toast.webp?v=1782382810,7,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Peach_280fd3a6-0fec-47df-a8ad-46a7b9fb48e5.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Short Cake,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Peptide-Lip-Tints-salty-tan-in-pakistan.webp?v=1782382810,8,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Shortcake.webp?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Strawberry Glaze,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Guava_Spiritz_c69d8112-1bb3-4769-beec-4a00ad316503.webp?v=1782382810,9,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/STRAWBERRY_2.jpg?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Cinnamon Roll,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Peach_280fd3a6-0fec-47df-a8ad-46a7b9fb48e5.webp?v=1782382810,10,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/CINNAMON_ROLL.jpg?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Vanilla cake,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Shortcake.webp?v=1782382810,11,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/VANILLA_CAKE.jpg?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Rhode Vanilla,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/CINNAMON_ROLL.jpg?v=1782382810,12,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/VANILA.jpg?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,Sugar Cookie,,,,,,,,,0.0,,0,deny,manual,929.00,2160.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/STRAWBERRY_2.jpg?v=1782382810,13,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SUGAR_COOKIE.jpg?v=1782382810,kg,,,
rhode-peptide-lip-tint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/SUGAR_COOKIE.jpg?v=1782382810,14,"",,,,,,,,
rhode-peptide-lip-tint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/VANILA.jpg?v=1782382810,15,"",,,,,,,,
rhode-peptide-lip-tint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/VANILLA_CAKE.jpg?v=1782382810,16,"",,,,,,,,
rhode-pocket-blushes,RHODE | Pocket Blushes,"<p>A little blush for a little flush. Rhode's on-the-go cream blush wakes up cheeks and lips with a satiny, diffused flush that melts on smoothly and stays all day. It’s a lightweight formula that hydrates skin for baby-soft cheeks and leaves a glowy finish without a greasy feel.</p> <p>Master Dupe</p>",GlowGlamByMimi,,"","",false,Shade,Piggy - Juicy Pink,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-in-pakistan.webp?v=1782382809,1,"",false,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-blush-piggy-in-pakistan.webp?v=1782382809,kg,,,draft
rhode-pocket-blushes,,,,,,,,,Juice Box - Hot Pink,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/ordered_juice_box_rhode_blush__1718934262_28df0543_progressive.webp?v=1782382809,2,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-juice-box-in-pakistan.webp?v=1782382809,kg,,,
rhode-pocket-blushes,,,,,,,,,Sleepy Girl - Soft Mauve,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-toasted-teddy-in-pakistan.webp?v=1782382809,3,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-sleepy-girl-in-pakistan.webp?v=1782382809,kg,,,
rhode-pocket-blushes,,,,,,,,,Toasted Teddy - Bronze Terracotta,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-juice-box-in-pakistan.webp?v=1782382809,4,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-toasted-teddy-in-pakistan.webp?v=1782382809,kg,,,
rhode-pocket-blushes,,,,,,,,,Freckle - Neutral Peach,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-sleepy-girl-in-pakistan.webp?v=1782382809,5,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-freckle-in-pakistan.webp?v=1782382809,kg,,,
rhode-pocket-blushes,,,,,,,,,Spicy Marg - Bright Coral,,,,,,,,,0.0,,0,deny,manual,1187.00,2760.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-blush-piggy-in-pakistan.webp?v=1782382809,6,"",,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-spicy-marg-in-pakistan.webp?v=1782382809,kg,,,
rhode-pocket-blushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-freckle-in-pakistan.webp?v=1782382809,7,"",,,,,,,,
rhode-pocket-blushes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/Rhode-The-Pocket-Blushes-spicy-marg-in-pakistan.webp?v=1782382809,8,"",,,,,,,,
rhode-peptide-lip-tint-pocket-blush-duo,RHODE | Peptide Lip Tint & Pocket Blush Duo,"",GlowGlamByMimi,,"","",false,shades,Spicy marg + Toast,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/GGWebsiteImages_74.jpg?v=1782382809,1,"",false,,,,kg,,,draft
rhode-peptide-lip-tint-pocket-blush-duo,,,,,,,,,Toasted Teddy + Ribbon,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-tint-pocket-blush-duo,,,,,,,,,Freckle + Espresso,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-tint-pocket-blush-duo,,,,,,,,,Juice box + Salty tan,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-tint-pocket-blush-duo,,,,,,,,,Toasted Teddy + Guava Spritz,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,,,,,,,,kg,,,
rhode-peptide-lip-tint-pocket-blush-duo,,,,,,,,,Piggy + Peach Pit,,,,,,,,,0.0,,0,deny,manual,1703.00,3960.00,true,false,,,,,,,,,,,,,kg,,,
nyx-matte-finish-setting-spray,NYX | Matte Finish Setting Spray,"<p>Indulge in the allure of matte perfection with NYX Matte Setting Spray. Specially formulated for a flawless finish, this spray not only sets your makeup but also ensures a shine-free, long-lasting look that withstands the day's demands.</p> <p> </p>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1273.00,2960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NYXMattespray.webp?v=1782382807,1,"",false,,,,kg,,,draft
bio-aqua-pack-of-5-moisturizing-hand-cream,BIO AQUA | Pack of 5 Moisturizing Hand Cream,"<ul> <li><span>Moisturizing hydrating, tender and smooth. </span></li> <li><span>Natural care, moisture, nourish, prevent cracking.</span></li> <li><span>Supplement the loss of skin moisture, a practical solution to rough, skin and other skin problems.</span></li> <li><span>Significantly improve the chapped, anti-aging, so that both hands smooth and smooth reply.</span></li> <li><span>Moist cream texture, not sticky.</span></li> <li><span>It is a silky lotion that absorbs almost immediately into the skin to help moisturize.</span></li> <li data-spm-anchor-id=""a2700.details.pronpeci14.i0.20e37749PZmLIJ""><span>And can be used all over your body.</span></li> <li><span><strong>5 PCS Set</strong></span></li> </ul>",GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,1445.00,3360.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/51Q4wTF-swL.jpg?v=1782382807,1,"",false,,,,kg,,,draft
bio-aqua-pack-of-5-moisturizing-hand-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/NewProject_5_800x_800ff55d-9cf9-42ac-978b-16946122166b.webp?v=1782382806,2,"",,,,,,,,
bio-aqua-pack-of-5-moisturizing-hand-cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/61XZwIV1jML._SL1001.jpg?v=1782382807,3,"",,,,,,,,
miss-rose-beauty-blender,Beauty Blender,<p></p>,GlowGlamByMimi,,"","",false,Quantity,Single,,,,,,,,,0.0,,0,deny,manual,241.00,560.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/missroseblender.webp?v=1782382806,1,"",false,,,,kg,,,draft
miss-rose-beauty-blender,,,,,,,,,2 Pcs,,,,,,,,,0.0,,0,deny,manual,499.00,1160.00,true,false,,,,,,,,,,,,,kg,,,
victorias-secret-bombshell-fragrance-mist-250-ml,Victoria's Secret | Bombshell Fragrance Mist - 250 ml,<p></p>,GlowGlamByMimi,,"","",false,Title,Default Title,,,,,,,,,0.0,,0,deny,manual,2133.00,4960.00,true,false,,,,,,https://cdn.shopify.com/s/files/1/0890/6968/2722/files/FullSizeRender_c0f4b304-633f-462d-81d5-8ca10cc1ba35.jpg?v=1782382805,1,"",false,,,,kg,,,draft
